sentiment,Adult,Air Travel,Alcoholic Beverages,American Football,Apparel,Arts & Entertainment,Autos & Vehicles,Baked Goods,Basketball,Beauty & Fitness,Bed & Bath,Beverages,Books & Literature,Building Materials & Supplies,Business & Industrial,Business Services,Cards & Greetings,Celebrities & Entertainment News,Charity & Philanthropy,Clothing Accessories,Coffee & Tea,Colleges & Universities,Combat Sports,Comics & Animation,Computer & Video Games,Computer Hardware,Computers & Electronics,Construction & Maintenance,Consumer Electronics,Consumer Resources,Cooking & Recipes,Coupons & Discount Offers,Credit & Lending,Cricket,Crime & Justice,Currencies & Foreign Exchange,Desserts,Dogs,Education,Energy & Utilities,Engineering & Technology,Events & Listings,Face & Body Care,Family,Family & Relationships,Finance,Fitness,Food,Food & Drink,Gambling,Game Systems & Consoles,Games,Gifts,Gifts & Special Event Items,Government,Hair Care,Health,Health Conditions,Hobbies & Leisure,Holidays & Seasonal Events,Home & Garden,Home Improvement,Hotels & Accommodations,Humor,Individual Sports,Infectious Diseases,Internet & Telecom,Jobs & Education,Laptops & Notebooks,Law & Government,Legal,Loans,Lottery,Massively Multiplayer Games,Meat & Seafood,Medical Facilities & Services,Medical Procedures,Merit Prizes & Contests,Military,Mobile & Wireless,Mobile Apps & Add-Ons,Mobile Phones,Motor Vehicles (By Type),Movies,Music & Audio,News,Nutrition,Online Communities,Online Games,Online Media,Online Video,Outdoors,People & Society,Pets,Pets & Animals,Photographic & Digital Arts,Politics,Public Health,Public Safety,Radio,Real Estate,Reference,Religion & Belief,Restaurants,Rock Music,Roleplaying Games,Science,Sensitive Subjects,Service Providers,Shooter Games,Shopping,Soccer,Social Issues & Advocacy,Social Networks,Software,Special Occasions,Sports,Sports News,TV & Video,TV Shows & Programs,Team Sports,Tourist Destinations,Transportation & Logistics,Travel,Urban & Hip-Hop,Virtual Worlds,Visual Art & Design,INFJ,ENTP,INTP,INTJ,ENTJ,ENFJ,INFP,ENFP,ISFP,ISTP,ISFJ,ISTJ,ESTP,ESFP,ESTJ,ESFJ,Accounting & Auditing,Banking,Baseball,Candy & Sweets,Home Appliances,Home Furnishings,Kitchen & Dining,Snack Foods
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185307682,0.014309498,0.048058875,0.000865692,0.140693262,0.006146391,0.000748252,0.024654401,0.067562349,0.002703408,0.001634384,0.004485081,0.0454509,0.032473166,0.036933865,0.387972802,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.000335154,0.242946863,0.000177199,0.003061375,0.008380846,0.007299545,0.001235559,0.00217775,0.00688579,0.403540522,0.000437093,0.00657663,0.02542799,0.06555789,0.225546584,0.000413126,0,0,0,0,0,0,0,0
0.400000006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.00164356,0.002305327,0.031925347,0.020968277,0.001599576,0.00089059,0.006340776,0.003151284,0.037759308,0.004139709,0.060146187,0.034469746,0.176578194,0.01666824,0.601187468,0.000226404,0,0,0,0,0,0,0,0
0.200000003,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.041964669,0.2006201,0.002045074,0.013598367,0.015083861,0.00257176,0.011514581,0.05518043,0.067688763,0.044894606,0.005026813,0.00940985,0.244835377,0.06609682,0.150289997,0.069178864,0,0,0,0,0,0,0,0
0.699999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02208508,0.049055919,0.027166089,0.058465194,0.003948075,0.017448992,0.004986403,0.014297239,0.13525483,0.185458362,0.162462011,0.141589925,0.021408398,0.059024218,0.033562206,0.063787214,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,0,10,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,1,0,0,16,0,0,0,2,0,1,0,0,0,4,0,0,0,0,5,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.000463383,0.007452156,0.024865353,0.000548689,0.007390775,0.196696833,0.010039421,0.304195493,0.170160815,0.003653986,0.001504882,0.198771343,0.051252782,0.002185395,0.006785893,0.014032759,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00034718,0.002667879,0.00079093,0.125883996,0.008837382,0.000942014,0.000752153,0.004144526,0.392207563,0.005499268,0.051108893,0.328490108,0.00226102,0.003686457,0.06337405,0.009006571,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0.005230304,0.207440346,0.001269446,0.001136886,0.001162395,0.018069379,0.008485596,0.177546695,0.00040646,0.000215617,0.000182045,0.00395097,0.000881484,0.004136808,0.012518598,0.557366908,0,0,0,0,0,0,0,0
0.5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0.002805812,0.909875095,4.25E-05,0.001670033,0.00152029,0.000153317,3.99E-05,0.000167837,0.003964741,0.03851229,0.009029664,0.000808692,0.00412438,0.026559904,0.000545225,0.000180209,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.022087095,0.049057063,0.027179947,0.058607951,0.003958353,0.01747052,0.004990607,0.01433697,0.135341093,0.185539529,0.162264198,0.141504183,0.021433808,0.058923434,0.03351827,0.063787028,0,0,0,0,0,0,0,0
0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022128649,0.048934333,0.027075371,0.05856033,0.003938274,0.017386509,0.004982178,0.014268899,0.135175198,0.185623065,0.16281651,0.141396299,0.021408988,0.058930088,0.03353402,0.063841395,0,0,0,0,0,0,0,0
-0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001564385,0.03175484,0.003119146,0.113310985,0.133331656,0.06324812,0.005103679,0.001917975,0.046536885,0.018707223,0.042253174,0.15786548,0.002150396,0.099750854,0.273243695,0.006141635,0,0,0,0,0,0,0,0
-0.400000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022165047,0.049029142,0.027112978,0.058470611,0.003939637,0.017403159,0.004979147,0.014272749,0.1351991,0.185562715,0.162865132,0.141251266,0.021417884,0.059031881,0.033526558,0.063772991,0,0,0,0,0,0,0,0
0.200000003,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009882975,0.625222623,0.004448834,0.001890997,0.025798257,0.000962998,0.032820083,0.007194495,0.001685755,0.017690321,0.120361201,0.000841481,0.02514616,0.110460773,0.015044043,0.000548881,0,0,0,0,0,1,0,0
0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020447502,0.013397085,0.033031214,0.015626408,0.004486766,6.91E-05,0.000845898,0.001147556,0.006638323,0.000339115,0.838249922,0.001527731,0.006180841,0.003826634,0.053500142,0.000685778,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,1,5,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,7,3,3,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,0,2,1,3,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0.014996905,0.045853965,0.000144794,0.000899982,0.010920262,0.007044795,0.004197335,0.019919498,0.077283189,0.50428766,0.032659743,0.24269174,0.000800302,0.019827915,0.007427862,0.011044085,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022085011,0.048977531,0.02708943,0.058545105,0.003946577,0.01742655,0.004987998,0.014304331,0.134951338,0.185589463,0.162772879,0.141617879,0.021410102,0.059001569,0.033542994,0.063751303,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034470327,0.037235588,0.001445861,0.013665569,0.073049553,0.00347529,0.014941691,0.183345422,0.00700279,0.000210613,0.027215792,0.00967303,0.365069002,0.020916922,0.174928755,0.033353768,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022168344,0.048981372,0.027071133,0.058516823,0.003939175,0.017375758,0.004984989,0.014275671,0.135132492,0.185446829,0.162928984,0.141507491,0.021435281,0.05892393,0.033528659,0.063782997,0,0,0,0,0,0,0,0
0.400000006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022103243,0.049063355,0.027136862,0.058483168,0.003951745,0.01743602,0.004981083,0.014304727,0.135127828,0.185417309,0.162647426,0.141622126,0.021415791,0.059024427,0.03356662,0.063718125,0,0,0,0,0,0,0,0
-0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02212657,0.049031764,0.02718631,0.058436677,0.003954015,0.017447539,0.004992078,0.014317937,0.135261476,0.185589463,0.162402764,0.141352385,0.02139234,0.059017166,0.033596348,0.063895203,0,0,0,0,0,0,0,0
-0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022076938,0.04902491,0.027117118,0.058553774,0.003944953,0.017423946,0.004976597,0.014316271,0.135214165,0.185379148,0.162720129,0.141601101,0.021407051,0.059022881,0.033516444,0.063704699,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022078108,0.048932165,0.027091002,0.058446489,0.003945824,0.017400736,0.004980491,0.014272316,0.135156259,0.185578108,0.162853479,0.141642749,0.021399494,0.058973584,0.033541817,0.063707404,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0.00370902,0.410984308,0.003550187,0.052435279,0.006171027,0.000764356,0.010374594,0.003690792,0.018337721,0.00624886,0.25398761,0.010107407,0.071772054,0.01168956,0.131869003,0.004308262,0,0,0,0,0,0,0,0
0.200000003,0,0,0,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0.004949702,0.043687731,0.000108511,0.004294508,0.002924077,0.001693578,0.002620799,0.00044744,0.000655238,0.003802632,0.00012504,0.000186292,0.00042088,0.929889143,0.003715046,0.000479347,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,1,15,5,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,1,1,0,0,1,0,1,0,1,0,6,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,30,0,0,0,1,0,0,6,0,0,0,26,1,2,0,0,0,2,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.000241984,0.00331296,0.014791392,0.001365918,0.005341131,0.002637582,0.000525046,0.002567977,0.006232781,0.003386242,0.003889528,0.304645538,0.012713613,0.519761443,0.105483182,0.013103695,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0.022084909,0.049006067,0.027110942,0.058469035,0.003948338,0.017429199,0.004978197,0.014272729,0.135039002,0.18549931,0.162888125,0.141575888,0.021389738,0.05905994,0.033546694,0.063701726,0,0,0,0,0,0,0,0
-0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022093447,0.048990902,0.027122959,0.058440249,0.003946694,0.017438225,0.004978153,0.014290402,0.135089263,0.185528725,0.162750691,0.141716138,0.021408895,0.058949366,0.033545114,0.06371066,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.01445615,0.069465928,0.075412787,0.01764557,0.013190891,0.04881525,0.008825858,0.066690817,0.001518321,0.000982719,0.000628849,0.004188603,0.021945124,0.053861823,0.343167096,0.259204358,0,0,0,0,1,0,2,0
0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.000282982,0.00168843,0.005455422,0.000819812,0.000237766,0.00140685,0.022275224,0.0655981,0.001659702,0.009623994,0.007617346,0.002132869,0.001106035,0.001473208,0.369212627,0.509409666,0,0,0,0,0,0,0,0
0.100000001,0,0,1,0,0,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,3,0,0,1,0,0,0,0,0.034169611,0.064555027,0.001818874,0.000231814,0.004158814,0.000171035,0.020484008,0.05578465,0.123907745,0.497690499,0.02042762,0.116023235,0.019883623,0.002801399,0.035875596,0.002016436,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022133783,0.049031068,0.027094472,0.058519486,0.003942,0.017404325,0.004988788,0.014301713,0.135199144,0.185582221,0.162614554,0.141391069,0.02142272,0.058926236,0.033551149,0.063897416,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001985103,0.118514895,0.001956375,0.038744722,0.006066399,0.002287534,0.002468293,0.063362136,0.00292297,0.022309946,0.00824191,0.000655203,0.00224403,0.008765906,0.704761088,0.014713389,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.010484491,0.000431176,0.031931125,0.005224463,0.001191635,0.000148966,0.000325323,0.001704908,0.000398195,0.000247668,0.154108897,0.01095556,0.055299968,0.000295828,0.721708655,0.005543249,0,0,0,0,0,0,0,0
